Season	ConfAbbrev	DayNum	WTeamID	LTeamID
2025	big_ten	122	3276	3449
2025	big_ten	122	3304	3228
2025	big_ten	123	3276	3268
2025	big_ten	123	3326	3234
2025	big_ten	123	3417	3304
2025	big_ten	123	3425	3231
2025	big_ten	124	3417	3326
2025	big_ten	124	3425	3276
2025	big_ten	125	3417	3425
2025	big_twelve	121	3113	3153
2025	big_twelve	121	3160	3222
2025	big_twelve	121	3403	3242
2025	big_twelve	121	3416	3140
2025	big_twelve	122	3160	3112
2025	big_twelve	122	3235	3113
2025	big_twelve	122	3243	3416
2025	big_twelve	122	3403	3428
2025	big_twelve	123	3124	3235
2025	big_twelve	123	3329	3403
2025	big_twelve	123	3395	3160
2025	big_twelve	123	3452	3243
2025	big_twelve	124	3124	3329
2025	big_twelve	124	3395	3452
2025	big_twelve	125	3395	3124
2025	big_west	128	3142	3364
2025	big_west	128	3415	3253
2025	big_west	129	3413	3415
2025	big_west	129	3471	3142
2025	big_west	130	3413	3414
2025	big_west	130	3471	3218
2025	big_west	131	3471	3413
2025	caa	128	3214	3392
2025	caa	128	3406	3318
2025	caa	129	3174	3423
2025	caa	129	3284	3214
2025	caa	129	3406	3189
2025	caa	129	3456	3220
2025	caa	130	3144	3406
2025	caa	130	3158	3174
2025	caa	130	3180	3284
2025	caa	130	3456	3299
2025	caa	131	3144	3158
2025	caa	131	3456	3180
2025	caa	132	3456	3144
2025	cusa	127	3244	3431
2025	cusa	127	3358	3240
2025	cusa	128	3251	3358
2025	cusa	128	3292	3244
2025	cusa	129	3256	3308
2025	cusa	129	3443	3198
2025	cusa	130	3251	3256
2025	cusa	130	3292	3443
2025	cusa	131	3251	3292
2025	horizon	120	3178	3454
2025	horizon	120	3324	3237
2025	horizon	120	3460	3464
2025	horizon	122	3156	3178
2025	horizon	122	3236	3460
2025	horizon	122	3352	3297
2025	horizon	122	3453	3324
2025	horizon	126	3236	3156
2025	horizon	126	3453	3352
2025	horizon	127	3453	3236
2025	ivy	130	3162	3335
2025	ivy	130	3217	3343
2025	ivy	131	3217	3162
2025	maac	127	3233	3389
2025	maac	127	3264	3145
2025	maac	128	3193	3264
2025	maac	128	3346	3233
2025	maac	129	3291	3265
2025	maac	129	3467	3373
2025	maac	130	3193	3291
2025	maac	130	3346	3467
2025	maac	131	3193	3346
2025	mac	128	3123	3444
2025	mac	128	3138	3132
2025	mac	128	3245	3275
2025	mac	128	3405	3141
2025	mac	130	3123	3245
2025	mac	130	3405	3138
2025	mac	131	3123	3405
2025	meac	128	3224	3175
2025	meac	128	3313	3354
2025	meac	129	3164	3300
2025	meac	129	3271	3288
2025	meac	130	3224	3271
2025	meac	130	3313	3164
2025	meac	131	3313	3224
2025	mvc	129	3133	3434
2025	mvc	129	3227	3191
2025	mvc	129	3229	3356
2025	mvc	129	3320	3232
2025	mvc	130	3125	3320
2025	mvc	130	3179	3229
2025	mvc	130	3283	3227
2025	mvc	130	3293	3133
2025	mvc	131	3125	3283
2025	mvc	131	3293	3179
2025	mvc	132	3293	3125
2025	mwc	125	3102	3429
2025	mwc	125	3129	3305
2025	mwc	125	3201	3363
2025	mwc	126	3201	3161
2025	mwc	126	3361	3307
2025	mwc	126	3424	3129
2025	mwc	126	3461	3102
2025	mwc	127	3361	3424
2025	mwc	127	3461	3201
2025	mwc	128	3361	3461
2025	nec	126	3152	3148
2025	nec	126	3192	3254
2025	nec	126	3476	3447
2025	nec	126	3478	3384
2025	nec	129	3192	3152
2025	nec	129	3476	3478
2025	nec	132	3192	3476
2025	ovc	121	3442	3404
2025	ovc	121	3475	3398
2025	ovc	122	3442	3183
2025	ovc	122	3475	3114
2025	ovc	123	3399	3475
2025	ovc	123	3473	3442
2025	ovc	124	3399	3473
2025	patriot	124	3131	3259
2025	patriot	124	3248	3110
2025	patriot	126	3119	3248
2025	patriot	126	3137	3159
2025	patriot	126	3221	3298
2025	patriot	126	3250	3131
2025	patriot	129	3119	3137
2025	patriot	129	3250	3221
2025	patriot	132	3250	3119
2025	sec	121	3196	3120
2025	sec	121	3208	3116
2025	sec	121	3280	3281
2025	sec	121	3397	3401
2025	sec	122	3196	3104
2025	sec	122	3279	3280
2025	sec	122	3328	3208
2025	sec	122	3435	3397
2025	sec	123	3261	3196
2025	sec	123	3328	3246
2025	sec	123	3376	3435
2025	sec	123	3400	3279
2025	sec	124	3376	3328
2025	sec	124	3400	3261
2025	sec	125	3376	3400
2025	southern	122	3151	3273
2025	southern	122	3202	3190
2025	southern	122	3422	3441
2025	southern	122	3459	3359
2025	southern	123	3151	3202
2025	southern	123	3422	3459
2025	southern	125	3422	3151
2025	southland	126	3311	3410
2025	southland	126	3322	3394
2025	southland	127	3230	3322
2025	southland	127	3372	3311
2025	southland	128	3368	3230
2025	southland	128	3372	3249
2025	southland	129	3372	3368
2025	summit	121	3303	3176
2025	summit	122	3331	3377
2025	summit	122	3355	3303
2025	summit	123	3282	3295
2025	summit	123	3315	3472
2025	summit	124	3331	3282
2025	summit	124	3355	3315
2025	summit	125	3355	3331
2025	sun_belt	120	3204	3379
2025	sun_belt	120	3267	3375
2025	sun_belt	121	3204	3419
2025	sun_belt	121	3267	3402
2025	sun_belt	122	3209	3204
2025	sun_belt	122	3267	3418
2025	sun_belt	123	3209	3330
2025	sun_belt	123	3267	3111
2025	sun_belt	124	3157	3209
2025	sun_belt	124	3407	3267
2025	sun_belt	125	3117	3407
2025	sun_belt	125	3241	3157
2025	sun_belt	126	3117	3241
2025	swac	127	3290	3197
2025	swac	127	3341	3126
2025	swac	128	3380	3290
2025	swac	128	3411	3341
2025	swac	129	3108	3105
2025	swac	129	3238	3212
2025	swac	130	3108	3411
2025	swac	130	3380	3238
2025	swac	131	3380	3108
2025	wac	127	3469	3370
2025	wac	128	3213	3469
2025	wac	128	3470	3381
2025	wac	129	3426	3465
2025	wac	129	3430	3101
2025	wac	130	3213	3430
2025	wac	130	3426	3470
2025	wac	131	3213	3426
2025	wcc	122	3360	3337
2025	wcc	123	3258	3365
2025	wcc	123	3334	3360
2025	wcc	124	3334	3388
2025	wcc	124	3362	3258
2025	wcc	125	3333	3362
2025	wcc	125	3450	3334
2025	wcc	126	3333	3211
2025	wcc	126	3339	3450
2025	wcc	127	3333	3339
