Season	DayNum	WTeamID	WScore	LTeamID	LScore	WLoc	NumOT
2025	2	1351	68	1360	67	A	0
2025	2	1353	75	1447	52	H	0
2025	2	1361	63	1471	58	H	0
2025	2	1377	91	1477	83	H	0
2025	2	1429	101	1108	46	H	0
2025	2	1438	65	1144	56	H	0
2025	2	1479	78	1288	73	A	0
2025	3	1102	73	1240	67	H	0
2025	3	1137	75	1475	69	A	1
2025	3	1143	91	1142	73	H	0
2025	3	1174	81	1352	77	H	0
2025	3	1177	92	1341	59	H	0
2025	3	1196	81	1239	60	H	0
2025	3	1229	77	1295	68	A	0
2025	3	1234	89	1380	74	H	0
2025	3	1260	87	1178	65	H	0
2025	3	1277	96	1310	60	H	0
2025	3	1303	79	1391	76	A	0
2025	3	1316	90	1149	66	H	0
2025	3	1320	87	1454	68	H	0
2025	3	1335	85	1271	84	H	0
2025	3	1374	102	1197	73	H	0
2025	3	1388	86	1151	74	H	0
2025	3	1392	73	1141	72	A	0
2025	3	1412	98	1379	84	H	0
2025	3	1413	79	1225	75	A	0
2025	3	1425	75	1226	69	H	0
2025	3	1428	98	1146	63	H	0
2025	3	1448	80	1299	64	H	0
2025	3	1458	79	1286	67	H	0
2025	4	1104	88	1117	79	H	0
2025	4	1113	81	1365	74	N	0
2025	4	1122	68	1139	66	A	0
2025	4	1140	86	1415	80	H	0
2025	4	1148	73	1386	67	A	0
2025	4	1153	83	1287	56	H	0
2025	4	1155	88	1384	62	H	0
2025	4	1158	86	1378	71	H	0
2025	4	1160	90	1294	88	H	2
2025	4	1161	87	1398	79	H	1
2025	4	1165	88	1359	86	H	0
2025	4	1172	91	1132	85	A	0
2025	4	1181	100	1119	58	H	0
2025	4	1184	82	1190	78	A	0
2025	4	1201	64	1170	57	H	0
2025	4	1202	76	1125	74	A	0
2025	4	1203	82	1214	54	H	0
2025	4	1205	88	1300	82	A	0
2025	4	1220	90	1233	76	H	0
2025	4	1227	91	1463	79	H	0
2025	4	1228	90	1188	58	H	0
2025	4	1242	92	1314	89	H	0
2025	4	1262	81	1389	74	H	0
2025	4	1266	82	1206	63	H	0
2025	4	1268	86	1291	52	H	0
2025	4	1279	66	1212	64	H	0
2025	4	1280	101	1209	66	H	0
2025	4	1281	77	1224	62	H	0
2025	4	1298	85	1217	80	H	0
2025	4	1301	81	1342	72	H	0
2025	4	1307	72	1417	64	N	0
2025	4	1332	79	1285	48	H	0
2025	4	1333	76	1451	48	H	0
2025	4	1334	80	1363	67	N	0
2025	4	1336	103	1420	54	H	0
2025	4	1338	83	1293	68	H	0
2025	4	1343	75	1182	68	N	0
2025	4	1345	72	1297	50	H	0
2025	4	1347	89	1456	77	H	0
2025	4	1348	91	1221	77	H	0
2025	4	1355	80	1253	79	H	0
2025	4	1360	74	1131	60	H	0
2025	4	1373	90	1136	88	A	1
2025	4	1375	70	1311	64	A	0
2025	4	1376	86	1354	64	H	0
2025	4	1390	80	1168	53	H	0
2025	4	1395	67	1195	51	H	0
2025	4	1396	103	1284	74	N	0
2025	4	1400	90	1223	59	H	0
2025	4	1401	87	1477	55	H	0
2025	4	1403	86	1322	65	H	0
2025	4	1408	80	1419	64	H	0
2025	4	1414	66	1258	51	A	0
2025	4	1416	75	1236	68	H	0
2025	4	1423	92	1204	84	H	0
2025	4	1433	80	1130	55	N	0
2025	4	1437	91	1312	54	H	0
2025	4	1439	93	1367	74	H	0
2025	4	1450	91	1133	74	H	0
2025	4	1452	75	1269	69	H	0
2025	4	1462	94	1237	80	H	0
2025	4	1472	90	1453	76	A	0
2025	4	1474	67	1441	54	H	0
2025	5	1112	102	1330	44	H	0
2025	5	1120	74	1222	69	N	0
2025	5	1124	72	1116	67	N	0
2025	5	1162	83	1175	62	H	0
2025	5	1163	92	1306	53	H	0
2025	5	1171	81	1357	76	H	0
2025	5	1173	71	1321	66	H	0
2025	5	1180	73	1159	56	H	0
2025	5	1187	63	1157	59	H	0
2025	5	1199	73	1349	65	N	0
2025	5	1200	57	1371	56	A	0
2025	5	1207	69	1193	57	H	0
2025	5	1213	74	1443	72	H	0
2025	5	1219	80	1238	71	H	0
2025	5	1243	77	1156	64	H	0
2025	5	1246	100	1137	72	H	0
2025	5	1247	81	1248	60	H	0
2025	5	1251	66	1370	64	A	0
2025	5	1252	78	1459	69	H	0
2025	5	1255	84	1288	66	H	0
2025	5	1256	92	1426	77	A	0
2025	5	1265	79	1350	72	A	0
2025	5	1272	80	1424	74	A	0
2025	5	1278	68	1303	64	H	0
2025	5	1292	79	1101	56	A	0
2025	5	1304	63	1126	58	H	0
2025	5	1305	63	1449	53	H	0
2025	5	1308	75	1469	63	A	0
2025	5	1313	83	1241	69	H	0
2025	5	1325	82	1421	76	H	0
2025	5	1344	76	1476	49	H	0
2025	5	1351	64	1164	53	A	0
2025	5	1358	91	1470	62	A	0
2025	5	1362	84	1129	73	H	0
2025	5	1364	94	1339	53	A	0
2025	5	1381	80	1198	75	H	0
2025	5	1382	87	1145	78	A	0
2025	5	1385	96	1346	73	H	0
2025	5	1397	77	1257	55	A	0
2025	5	1405	90	1267	80	A	0
2025	5	1407	78	1309	61	A	0
2025	5	1409	103	1115	80	H	0
2025	5	1429	103	1150	74	H	0
2025	5	1430	89	1431	60	H	0
2025	5	1440	76	1468	71	A	0
2025	5	1455	89	1286	69	H	0
2025	5	1457	82	1114	67	H	0
2025	5	1460	81	1275	68	A	0
2025	5	1464	80	1152	60	A	0
2025	5	1465	88	1244	84	H	0
2025	5	1467	65	1436	51	H	0
2025	5	1471	94	1337	76	H	0
2025	6	1110	67	1217	55	H	0
2025	6	1166	96	1192	70	H	0
2025	6	1178	84	1310	78	H	1
2025	6	1179	66	1372	51	H	0
2025	6	1208	92	1411	64	H	0
2025	6	1211	88	1113	80	H	0
2025	6	1218	80	1363	69	H	0
2025	6	1231	90	1183	55	H	0
2025	6	1261	74	1106	61	H	0
2025	6	1263	69	1135	67	A	0
2025	6	1274	88	1127	64	H	0
2025	6	1316	105	1210	93	A	0
2025	6	1329	80	1472	71	H	0
2025	6	1343	79	1318	76	A	0
2025	6	1384	65	1144	64	A	0
2025	6	1412	82	1368	72	H	0
2025	6	1414	80	1320	60	A	0
2025	6	1435	85	1369	76	H	0
2025	6	1448	72	1276	70	N	0
2025	6	1458	87	1111	56	H	0
2025	6	1461	81	1398	66	H	0
2025	7	1104	72	1270	64	H	0
2025	7	1122	67	1151	61	H	0
2025	7	1139	85	1444	65	H	0
2025	7	1154	74	1391	52	H	0
2025	7	1167	86	1295	81	H	0
2025	7	1177	95	1273	64	H	0
2025	7	1196	86	1212	62	H	0
2025	7	1202	78	1239	69	H	0
2025	7	1206	94	1392	56	H	0
2025	7	1218	76	1334	66	H	0
2025	7	1235	82	1282	56	H	0
2025	7	1254	63	1102	54	A	0
2025	7	1266	70	1141	62	H	0
2025	7	1267	77	1475	63	H	0
2025	7	1268	84	1197	53	H	0
2025	7	1281	84	1186	77	H	0
2025	7	1323	86	1138	77	H	0
2025	7	1326	81	1464	47	H	0
2025	7	1328	73	1322	57	H	0
2025	7	1338	83	1205	64	H	0
2025	7	1345	92	1463	84	H	0
2025	7	1353	75	1389	65	H	0
2025	7	1374	81	1422	68	H	0
2025	7	1401	97	1249	71	H	0
2025	7	1408	84	1108	51	H	0
2025	7	1417	71	1131	40	H	0
2025	7	1438	62	1164	45	H	0
2025	7	1439	58	1457	52	H	0
2025	7	1450	90	1225	67	H	0
2025	7	1466	87	1404	69	H	0
2025	8	1117	80	1114	63	H	0
2025	8	1124	104	1358	67	H	0
2025	8	1125	80	1252	79	A	0
2025	8	1133	85	1427	72	H	0
2025	8	1155	75	1184	62	H	0
2025	8	1156	75	1434	67	A	0
2025	8	1161	74	1176	65	H	0
2025	8	1162	76	1250	75	H	0
2025	8	1174	64	1233	58	A	0
2025	8	1188	77	1232	72	A	0
2025	8	1193	62	1306	56	A	0
2025	8	1199	72	1470	52	H	0
2025	8	1200	78	1127	63	H	0
2025	8	1203	85	1299	80	H	0
2025	8	1208	90	1316	77	H	0
2025	8	1210	81	1411	62	H	0
2025	8	1219	76	1300	60	H	0
2025	8	1229	85	1325	75	H	0
2025	8	1230	84	1341	81	H	0
2025	8	1234	96	1377	77	H	0
2025	8	1236	91	1126	69	H	0
2025	8	1242	77	1277	69	N	0
2025	8	1246	77	1181	72	N	0
2025	8	1247	93	1165	77	H	0
2025	8	1248	65	1335	63	H	0
2025	8	1259	68	1312	50	A	0
2025	8	1275	88	1271	70	H	0
2025	8	1279	64	1375	54	H	0
2025	8	1280	80	1368	59	H	0
2025	8	1296	79	1284	66	H	0
2025	8	1307	100	1394	81	H	0
2025	8	1321	83	1227	74	H	0
2025	8	1332	80	1339	70	H	1
2025	8	1336	92	1384	62	H	0
2025	8	1340	85	1360	76	A	0
2025	8	1344	60	1214	51	H	0
2025	8	1347	87	1330	75	H	0
2025	8	1349	66	1419	50	H	0
2025	8	1351	90	1298	79	A	0
2025	8	1373	74	1110	66	H	0
2025	8	1376	80	1406	54	H	0
2025	8	1378	85	1115	69	H	0
2025	8	1386	83	1437	76	H	0
2025	8	1388	87	1103	68	H	0
2025	8	1390	90	1319	64	H	0
2025	8	1393	74	1159	72	H	0
2025	8	1395	76	1402	71	H	0
2025	8	1396	69	1180	61	H	0
2025	8	1399	76	1480	73	H	0
2025	8	1400	105	1152	58	H	0
2025	8	1415	70	1465	69	A	0
2025	8	1416	100	1194	94	H	0
2025	8	1428	96	1474	65	H	0
2025	8	1456	84	1313	73	H	0
2025	8	1462	94	1238	57	H	0
2025	8	1471	64	1170	54	H	0
2025	9	1107	87	1171	73	A	0
2025	9	1116	65	1407	49	H	0
2025	9	1120	79	1245	56	H	0
2025	9	1140	99	1474	55	H	0
2025	9	1141	70	1206	69	A	0
2025	9	1150	65	1350	48	H	0
2025	9	1160	83	1168	53	H	0
2025	9	1163	90	1478	49	H	0
2025	9	1166	78	1223	43	H	0
2025	9	1173	77	1123	69	H	0
2025	9	1220	49	1371	48	N	0
2025	9	1222	91	1418	45	H	0
2025	9	1224	88	1398	84	N	1
2025	9	1228	66	1324	54	H	0
2025	9	1240	72	1209	67	H	0
2025	9	1255	76	1454	62	H	0
2025	9	1256	76	1269	66	N	0
2025	9	1291	93	1137	89	A	2
2025	9	1292	80	1191	63	H	0
2025	9	1295	88	1365	80	A	1
2025	9	1301	82	1157	70	H	0
2025	9	1304	86	1192	60	H	0
2025	9	1305	88	1451	58	H	0
2025	9	1317	54	1278	51	A	0
2025	9	1318	78	1217	56	H	0
2025	9	1342	71	1459	68	H	0
2025	9	1362	84	1253	54	H	0
2025	9	1364	91	1201	86	H	0
2025	9	1382	74	1195	65	A	0
2025	9	1385	66	1447	45	H	0
2025	9	1397	92	1285	57	H	0
2025	9	1403	96	1461	49	H	0
2025	9	1405	86	1460	77	H	0
2025	9	1409	85	1331	76	H	0
2025	9	1425	98	1426	95	H	0
2025	9	1433	63	1467	42	H	0
2025	9	1435	85	1143	69	H	0
2025	9	1448	85	1367	80	H	0
2025	9	1453	87	1442	73	A	0
2025	9	1475	71	1468	69	A	0
2025	9	1477	70	1380	68	H	0
2025	9	1479	62	1145	52	H	0
2025	10	1113	87	1213	76	N	0
2025	10	1136	87	1138	64	A	0
2025	10	1142	75	1370	71	H	0
2025	10	1151	76	1287	62	H	0
2025	10	1185	74	1237	71	A	0
2025	10	1239	71	1354	62	H	0
2025	10	1261	76	1243	65	A	0
2025	10	1281	111	1290	39	H	0
2025	10	1294	78	1355	69	N	0
2025	10	1308	83	1394	82	H	0
2025	10	1309	82	1473	74	N	0
2025	10	1311	61	1297	59	A	0
2025	10	1315	77	1430	71	H	0
2025	10	1319	60	1334	57	A	0
2025	10	1329	85	1356	78	H	0
2025	10	1352	63	1476	51	H	0
2025	10	1420	92	1164	67	H	0
2025	10	1424	80	1303	69	H	0
2025	10	1455	79	1320	73	H	0
2025	11	1125	79	1102	71	A	0
2025	11	1130	72	1396	69	H	0
2025	11	1135	76	1306	58	H	0
2025	11	1139	81	1374	70	H	0
2025	11	1153	86	1311	49	H	0
2025	11	1158	119	1194	116	H	2
2025	11	1177	84	1182	58	H	0
2025	11	1188	79	1444	60	A	0
2025	11	1196	87	1199	74	A	0
2025	11	1202	75	1408	67	H	0
2025	11	1204	80	1300	75	N	0
2025	11	1205	80	1189	79	H	0
2025	11	1208	77	1210	69	A	0
2025	11	1211	113	1262	54	H	0
2025	11	1219	68	1412	65	H	0
2025	11	1221	82	1357	75	N	0
2025	11	1233	62	1436	59	H	0
2025	11	1234	76	1450	66	N	0
2025	11	1260	73	1343	68	A	0
2025	11	1264	78	1200	76	H	0
2025	11	1265	91	1119	88	H	1
2025	11	1266	78	1268	74	A	0
2025	11	1272	94	1325	70	H	0
2025	11	1276	76	1395	64	H	0
2025	11	1314	107	1110	55	H	0
2025	11	1321	67	1183	58	H	1
2025	11	1330	73	1271	71	H	0
2025	11	1333	70	1168	51	H	0
2025	11	1336	86	1439	64	N	0
2025	11	1338	86	1452	62	H	0
2025	11	1345	87	1104	78	H	0
2025	11	1346	58	1263	55	H	0
2025	11	1352	67	1473	53	H	0
2025	11	1353	98	1284	81	H	0
2025	11	1359	97	1466	96	A	1
2025	11	1378	74	1480	55	H	0
2025	11	1386	86	1335	69	A	0
2025	11	1399	72	1440	71	N	0
2025	11	1401	78	1326	64	H	0
2025	11	1410	86	1149	76	N	0
2025	11	1417	85	1250	45	H	0
2025	11	1423	89	1367	85	A	0
2025	11	1438	70	1437	60	N	0
2025	11	1457	86	1456	85	H	0
2025	11	1458	103	1112	88	H	0
2025	11	1465	90	1254	77	H	0
2025	11	1476	80	1309	54	N	0
2025	12	1101	72	1402	60	H	0
2025	12	1107	70	1373	60	H	0
2025	12	1114	81	1427	64	A	0
2025	12	1117	59	1372	49	H	0
2025	12	1126	75	1354	62	H	0
2025	12	1131	78	1171	50	H	0
2025	12	1133	76	1296	60	H	0
2025	12	1137	80	1350	76	H	2
2025	12	1140	95	1225	71	H	0
2025	12	1156	71	1185	63	H	0
2025	12	1162	77	1479	63	H	0
2025	12	1165	81	1248	71	H	0
2025	12	1166	79	1282	56	H	0
2025	12	1167	74	1201	56	H	0
2025	12	1169	79	1170	69	A	0
2025	12	1172	76	1190	70	H	0
2025	12	1179	63	1195	61	H	0
2025	12	1181	86	1459	35	H	0
2025	12	1187	78	1206	77	H	2
2025	12	1188	76	1145	58	N	0
2025	12	1194	77	1251	74	N	1
2025	12	1204	89	1457	87	A	0
2025	12	1220	75	1269	71	A	1
2025	12	1221	73	1135	65	A	0
2025	12	1226	78	1360	66	A	0
2025	12	1230	92	1115	64	H	0
2025	12	1231	87	1376	71	H	0
2025	12	1232	94	1123	84	A	0
2025	12	1236	93	1475	74	H	0
2025	12	1242	78	1324	57	H	0
2025	12	1244	85	1342	67	H	0
2025	12	1247	71	1180	68	A	0
2025	12	1255	64	1404	62	H	0
2025	12	1267	83	1468	62	H	0
2025	12	1277	86	1132	72	H	0
2025	12	1278	59	1463	56	H	0
2025	12	1279	84	1161	69	N	0
2025	12	1283	111	1409	106	H	3
2025	12	1288	81	1312	69	H	0
2025	12	1291	66	1384	58	H	0
2025	12	1293	88	1292	67	A	0
2025	12	1300	78	1456	76	N	0
2025	12	1305	85	1365	59	H	0
2025	12	1313	67	1214	58	A	0
2025	12	1318	80	1148	62	N	0
2025	12	1323	84	1207	63	A	0
2025	12	1328	85	1391	64	H	0
2025	12	1339	63	1253	61	A	0
2025	12	1344	79	1453	65	H	0
2025	12	1347	92	1191	81	A	0
2025	12	1349	77	1322	75	H	1
2025	12	1357	80	1306	63	N	0
2025	12	1362	82	1152	37	H	0
2025	12	1370	84	1471	71	A	0
2025	12	1371	54	1447	28	H	0
2025	12	1375	75	1273	66	H	0
2025	12	1381	79	1303	73	H	0
2025	12	1382	71	1478	52	H	0
2025	12	1387	77	1258	71	H	0
2025	12	1389	69	1420	61	A	0
2025	12	1393	104	1464	95	H	2
2025	12	1398	81	1105	71	H	0
2025	12	1400	89	1290	43	H	0
2025	12	1405	82	1178	67	A	0
2025	12	1406	67	1241	63	H	0
2025	12	1410	83	1399	58	N	0
2025	12	1414	80	1337	62	H	0
2025	12	1433	83	1259	57	H	0
2025	12	1435	94	1238	81	H	0
2025	12	1440	80	1149	69	N	0
2025	12	1442	63	1146	61	H	0
2025	12	1461	86	1469	69	H	0
2025	12	1462	75	1448	60	H	0
2025	13	1113	81	1472	66	H	0
2025	13	1124	104	1470	41	H	0
2025	13	1129	84	1155	71	H	0
2025	13	1135	89	1357	70	H	0
2025	13	1142	82	1186	78	A	0
2025	13	1143	71	1425	66	A	0
2025	13	1144	86	1298	66	A	0
2025	13	1151	87	1369	82	A	0
2025	13	1160	88	1217	66	H	0
2025	13	1176	79	1286	78	H	0
2025	13	1192	85	1264	82	H	0
2025	13	1218	73	1451	68	H	1
2025	13	1221	74	1306	72	N	0
2025	13	1240	71	1157	53	A	0
2025	13	1251	68	1158	47	A	0
2025	13	1274	93	1164	63	H	0
2025	13	1280	78	1428	73	N	0
2025	13	1299	82	1154	73	A	0
2025	13	1332	82	1407	61	H	0
2025	13	1343	68	1467	57	A	0
2025	13	1352	73	1309	62	H	0
2025	13	1358	85	1249	72	A	0
2025	13	1359	97	1411	82	H	0
2025	13	1364	64	1363	59	A	0
2025	13	1385	85	1307	71	H	0
2025	13	1388	77	1304	74	N	0
2025	13	1390	79	1413	65	H	0
2025	13	1397	103	1122	68	H	0
2025	13	1443	66	1252	61	H	0
2025	13	1444	92	1145	69	H	0
2025	13	1449	74	1262	69	H	0
2025	13	1456	102	1204	87	N	0
2025	13	1457	77	1300	75	H	0
2025	13	1473	75	1476	74	N	0
2025	14	1116	91	1334	72	H	0
2025	14	1120	102	1466	69	H	0
2025	14	1136	85	1174	84	A	0
2025	14	1168	62	1226	61	H	0
2025	14	1203	84	1312	64	H	0
2025	14	1211	80	1361	67	A	0
2025	14	1219	80	1110	73	H	0
2025	14	1224	75	1198	70	A	0
2025	14	1235	87	1237	52	H	0
2025	14	1270	68	1317	61	H	0
2025	14	1276	94	1275	67	H	0
2025	14	1301	72	1159	49	H	0
2025	14	1338	93	1440	48	H	0
2025	14	1356	69	1295	44	H	0
2025	14	1368	70	1419	67	A	0
2025	14	1374	110	1341	69	H	0
2025	14	1403	98	1115	64	H	0
2025	14	1421	89	1316	75	A	0
2025	14	1429	95	1285	83	H	0
2025	14	1450	83	1294	69	H	0
2025	14	1455	70	1284	66	H	0
2025	14	1458	87	1410	84	H	0
2025	15	1111	65	1474	53	H	0
2025	15	1125	90	1331	80	H	0
2025	15	1130	82	1259	61	H	0
2025	15	1132	76	1310	68	H	0
2025	15	1150	60	1205	54	H	0
2025	15	1153	76	1297	60	A	0
2025	15	1163	81	1477	46	H	0
2025	15	1177	78	1183	69	H	0
2025	15	1180	67	1193	61	A	0
2025	15	1184	86	1152	66	A	0
2025	15	1196	84	1197	60	H	0
2025	15	1199	79	1220	61	H	0
2025	15	1208	93	1105	45	H	0
2025	15	1214	78	1420	68	A	0
2025	15	1234	83	1351	58	H	0
2025	15	1242	84	1423	66	H	0
2025	15	1243	74	1290	56	H	0
2025	15	1246	97	1252	68	H	0
2025	15	1255	66	1127	60	A	0
2025	15	1257	100	1468	68	H	0
2025	15	1260	76	1381	72	H	0
2025	15	1261	77	1149	68	H	0
2025	15	1265	75	1171	62	H	0
2025	15	1266	76	1345	58	H	0
2025	15	1268	108	1145	37	H	0
2025	15	1277	83	1359	75	H	0
2025	15	1278	58	1156	47	H	0
2025	15	1283	78	1426	68	H	0
2025	15	1320	82	1442	56	H	0
2025	15	1321	72	1286	69	H	0
2025	15	1323	75	1315	58	H	0
2025	15	1326	80	1191	30	H	0
2025	15	1344	78	1175	48	H	0
2025	15	1346	74	1298	63	A	0
2025	15	1349	83	1418	61	A	0
2025	15	1365	96	1415	54	H	0
2025	15	1395	71	1108	48	H	0
2025	15	1407	84	1480	65	A	0
2025	15	1408	72	1126	57	H	0
2025	15	1416	80	1399	69	H	0
2025	15	1436	78	1138	67	H	0
2025	15	1437	93	1335	49	H	0
2025	15	1447	60	1131	58	A	0
2025	15	1448	82	1441	69	H	0
2025	15	1453	82	1188	57	H	0
2025	15	1454	80	1182	74	A	0
2025	16	1104	100	1228	87	N	0
2025	16	1113	93	1142	89	H	0
2025	16	1114	71	1409	57	A	0
2025	16	1119	84	1192	70	H	0
2025	16	1158	76	1154	61	A	0
2025	16	1162	80	1254	72	A	0
2025	16	1173	74	1308	53	H	0
2025	16	1178	70	1123	59	A	0
2025	16	1189	75	1296	48	A	0
2025	16	1201	94	1341	83	H	0
2025	16	1206	93	1164	55	H	0
2025	16	1207	79	1291	51	H	0
2025	16	1211	84	1253	41	H	0
2025	16	1239	74	1439	64	A	0
2025	16	1244	84	1101	78	H	0
2025	16	1287	63	1122	58	H	0
2025	16	1293	79	1271	61	H	0
2025	16	1294	79	1465	68	A	0
2025	16	1299	86	1288	83	H	0
2025	16	1336	102	1236	89	H	0
2025	16	1348	86	1248	72	H	0
2025	16	1350	70	1263	66	H	0
2025	16	1353	74	1467	63	H	0
2025	16	1355	101	1379	76	H	0
2025	16	1377	80	1444	76	A	0
2025	16	1390	70	1313	63	H	0
2025	16	1401	71	1380	54	H	0
2025	16	1406	70	1311	64	A	0
2025	16	1413	75	1213	68	A	0
2025	16	1417	84	1226	70	H	0
2025	16	1424	80	1337	59	H	0
2025	16	1425	82	1363	68	H	0
2025	16	1431	79	1364	76	A	0
2025	16	1443	79	1238	62	H	0
2025	16	1452	86	1233	43	H	0
2025	16	1462	80	1373	55	H	0
2025	16	1463	86	1392	64	A	0
2025	17	1124	99	1385	98	N	2
2025	17	1133	82	1402	68	N	0
2025	17	1137	81	1312	64	H	0
2025	17	1143	78	1102	69	H	0
2025	17	1155	79	1347	51	H	0
2025	17	1179	80	1274	69	N	0
2025	17	1185	68	1324	64	A	0
2025	17	1194	86	1329	78	N	0
2025	17	1231	69	1422	58	H	0
2025	17	1240	86	1187	78	N	0
2025	17	1241	99	1227	81	N	0
2025	17	1245	76	1310	73	H	0
2025	17	1272	68	1362	64	N	0
2025	17	1276	72	1470	49	H	0
2025	17	1279	100	1331	68	H	0
2025	17	1292	83	1325	81	N	1
2025	17	1307	80	1212	58	H	0
2025	17	1328	84	1477	56	H	0
2025	17	1332	78	1333	75	A	0
2025	17	1342	58	1372	55	A	1
